"IdSistema","Codigo","Nombre","IdZonaGeo","Codigo2","Nombre3","UMonetariaPorDefecto","IdZonaHoraria","IdCiudad","IdZonaGeo4","Codigo5","Nombre6","IdUsuario","Nombre7","IdZonaFisica","IdCiudad8","Codigo9","Nombre10","latitud","Longitud","zoom","IdPqLogico","IdSistema11","IdCiudad12","Direccion","Observaciones","IdZonaFisica13","Maquina","Alias","latitud14","Longitud15","zoom16"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4744","2","1","C/ Leñeros, 41 frente al 60","Etra-Normal-Vea","32","7460","106120344","40.455224","-3.710277","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4745","2","1","C/ Alejandro Rodriguez, 32 esquina C/ Numacia, 55","Etra-Normal-Vea","32","7461","106120345","40.455971","-3.710864","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4746","2","1","C/Alejandro Rodriguez nº29,frente nº28","Etra-Normal-Vea","32","7462","106120346","40.4548","-3.710625","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4747","2","1","C/ Numancia, 12","Etra-Normal-Vea","32","7463","106120347","40.455294","-3.711464","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4748","2","1","C/ La Rábida, 17 frente a C/ Eduardo Adaro","Etra-Normal-Vea","32","7464","106120348","40.453727","-3.711538","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4749","2","1","C/ La Rábida, 24","Etra-Normal-Vea","32","7465","106120349","40.454601","-3.71116","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4750","2","1","Avda Pablo Iglesias esquina C/ Numancia, 2","Etra-Normal-Vea","32","7466","106120350","40.45367","-3.712669","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4751","2","1","Av.Pablo Iglesias 76,entre Numancia/Federico Rubio","Etra-Normal-Vea","32","7467","106120351","40.453099","-3.712009","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4752","2","1","Avda Pablo Iglesias frente Nº 53 y C/ Olimpiada","Etra-Normal-Vea","32","7468","106120352","40.450415","-3.710426","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4753","2","1","Avda Pablo Iglesias,57 frente C.Seguridad Estado","Etra-Normal-Vea","32","7469","106120353","40.451958","-3.711345","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4754","2","1","Avda Pablo Iglesias frente 55 (a mitad del puente)","Etra-Normal-Vea","32","7470","106120354","40.451032","-3.710825","0"
